id,image_path,label,stage
standfordcars_112,06796.jpg,ood_test,test
standfordcars_113,07488.jpg,ood_test,test
standfordcars_114,04181.jpg,ood_test,test
standfordcars_115,03836.jpg,ood_test,test
standfordcars_116,02296.jpg,ood_test,test
standfordcars_117,03188.jpg,ood_test,test
standfordcars_118,01947.jpg,ood_test,test
standfordcars_119,00481.jpg,ood_test,test
standfordcars_120,04817.jpg,ood_test,test
standfordcars_121,06966.jpg,ood_test,test
standfordcars_122,06972.jpg,ood_test,test
standfordcars_123,04803.jpg,ood_test,test
standfordcars_124,02335.jpg,ood_test,test
standfordcars_125,04744.jpg,ood_test,test
standfordcars_126,00522.jpg,ood_test,test
standfordcars_127,06153.jpg,ood_test,test
standfordcars_128,06635.jpg,ood_test,test
standfordcars_129,00244.jpg,ood_test,test
standfordcars_130,04022.jpg,ood_test,test
standfordcars_131,03995.jpg,ood_test,test
standfordcars_132,02453.jpg,ood_test,test
standfordcars_133,03759.jpg,ood_test,test
standfordcars_134,04036.jpg,ood_test,test
standfordcars_135,03981.jpg,ood_test,test
standfordcars_136,05328.jpg,ood_test,test
standfordcars_137,02447.jpg,ood_test,test
standfordcars_138,06621.jpg,ood_test,test
standfordcars_139,00250.jpg,ood_test,test
standfordcars_140,00536.jpg,ood_test,test
standfordcars_141,07259.jpg,ood_test,test
standfordcars_142,06147.jpg,ood_test,test
standfordcars_143,01628.jpg,ood_test,test
standfordcars_144,02321.jpg,ood_test,test
standfordcars_145,04988.jpg,ood_test,test
standfordcars_146,04750.jpg,ood_test,test
standfordcars_147,07271.jpg,ood_test,test
standfordcars_148,01600.jpg,ood_test,test
standfordcars_149,02309.jpg,ood_test,test
standfordcars_150,05466.jpg,ood_test,test
standfordcars_151,04778.jpg,ood_test,test
standfordcars_152,03017.jpg,ood_test,test
standfordcars_153,03771.jpg,ood_test,test
standfordcars_154,05300.jpg,ood_test,test
standfordcars_155,01166.jpg,ood_test,test
standfordcars_156,06609.jpg,ood_test,test
standfordcars_157,07517.jpg,ood_test,test
standfordcars_158,00278.jpg,ood_test,test
standfordcars_159,01172.jpg,ood_test,test
standfordcars_160,07503.jpg,ood_test,test
standfordcars_161,03765.jpg,ood_test,test
standfordcars_162,05314.jpg,ood_test,test
standfordcars_163,05472.jpg,ood_test,test
standfordcars_164,03003.jpg,ood_test,test
standfordcars_165,07265.jpg,ood_test,test
standfordcars_166,01614.jpg,ood_test,test
standfordcars_167,06190.jpg,ood_test,test
standfordcars_168,01827.jpg,ood_test,test
standfordcars_169,04787.jpg,ood_test,test
standfordcars_170,05499.jpg,ood_test,test
standfordcars_171,03956.jpg,ood_test,test
standfordcars_172,02490.jpg,ood_test,test
standfordcars_173,00287.jpg,ood_test,test
standfordcars_174,01199.jpg,ood_test,test
standfordcars_175,00293.jpg,ood_test,test
standfordcars_176,03942.jpg,ood_test,test
standfordcars_177,02484.jpg,ood_test,test
standfordcars_178,04793.jpg,ood_test,test
standfordcars_179,06184.jpg,ood_test,test
standfordcars_180,01833.jpg,ood_test,test
standfordcars_181,04963.jpg,ood_test,test
standfordcars_182,06812.jpg,ood_test,test
standfordcars_183,06806.jpg,ood_test,test
standfordcars_184,04977.jpg,ood_test,test
standfordcars_185,02651.jpg,ood_test,test
standfordcars_186,04220.jpg,ood_test,test
standfordcars_187,02889.jpg,ood_test,test
standfordcars_188,00046.jpg,ood_test,test
standfordcars_189,07729.jpg,ood_test,test
standfordcars_190,06437.jpg,ood_test,test
standfordcars_191,01358.jpg,ood_test,test
standfordcars_192,06351.jpg,ood_test,test
standfordcars_193,00720.jpg,ood_test,test
standfordcars_194,05880.jpg,ood_test,test
standfordcars_195,03229.jpg,ood_test,test
standfordcars_196,04546.jpg,ood_test,test
standfordcars_197,05658.jpg,ood_test,test
standfordcars_198,02137.jpg,ood_test,test
standfordcars_199,05894.jpg,ood_test,test
standfordcars_200,04552.jpg,ood_test,test
standfordcars_201,02123.jpg,ood_test,test
standfordcars_202,06345.jpg,ood_test,test
standfordcars_203,00734.jpg,ood_test,test
standfordcars_204,00052.jpg,ood_test,test
standfordcars_205,06423.jpg,ood_test,test
standfordcars_206,02645.jpg,ood_test,test
standfordcars_207,04234.jpg,ood_test,test
standfordcars_208,07715.jpg,ood_test,test
standfordcars_209,01364.jpg,ood_test,test
standfordcars_210,05102.jpg,ood_test,test
standfordcars_211,03573.jpg,ood_test,test
standfordcars_212,03215.jpg,ood_test,test
standfordcars_213,05664.jpg,ood_test,test
standfordcars_214,01402.jpg,ood_test,test
standfordcars_215,07073.jpg,ood_test,test
standfordcars_216,01416.jpg,ood_test,test
standfordcars_217,06379.jpg,ood_test,test
standfordcars_218,07067.jpg,ood_test,test
standfordcars_219,00708.jpg,ood_test,test
standfordcars_220,03201.jpg,ood_test,test
standfordcars_221,05670.jpg,ood_test,test
standfordcars_222,02679.jpg,ood_test,test
standfordcars_223,05116.jpg,ood_test,test
standfordcars_224,04208.jpg,ood_test,test
standfordcars_225,03567.jpg,ood_test,test
standfordcars_226,07701.jpg,ood_test,test
standfordcars_227,01370.jpg,ood_test,test
standfordcars_228,07932.jpg,ood_test,test
standfordcars_229,00085.jpg,ood_test,test
standfordcars_230,02692.jpg,ood_test,test
standfordcars_231,05843.jpg,ood_test,test
standfordcars_232,04585.jpg,ood_test,test
standfordcars_233,06392.jpg,ood_test,test
standfordcars_234,07098.jpg,ood_test,test
standfordcars_235,06386.jpg,ood_test,test
standfordcars_236,05857.jpg,ood_test,test
standfordcars_237,04591.jpg,ood_test,test
standfordcars_238,03598.jpg,ood_test,test
standfordcars_239,02686.jpg,ood_test,test
standfordcars_240,07926.jpg,ood_test,test
standfordcars_241,00091.jpg,ood_test,test
standfordcars_242,02876.jpg,ood_test,test
standfordcars_243,00907.jpg,ood_test,test
standfordcars_244,00913.jpg,ood_test,test
standfordcars_245,02862.jpg,ood_test,test
standfordcars_246,00912.jpg,ood_test,test
standfordcars_247,02863.jpg,ood_test,test
standfordcars_248,02877.jpg,ood_test,test
standfordcars_249,00906.jpg,ood_test,test
standfordcars_250,04590.jpg,ood_test,test
standfordcars_251,05856.jpg,ood_test,test
standfordcars_252,06387.jpg,ood_test,test
standfordcars_253,07099.jpg,ood_test,test
standfordcars_254,00090.jpg,ood_test,test
standfordcars_255,07927.jpg,ood_test,test
standfordcars_256,02687.jpg,ood_test,test
standfordcars_257,03599.jpg,ood_test,test
standfordcars_258,02693.jpg,ood_test,test
standfordcars_259,00084.jpg,ood_test,test
standfordcars_260,07933.jpg,ood_test,test
standfordcars_261,06393.jpg,ood_test,test
standfordcars_262,04584.jpg,ood_test,test
standfordcars_263,05842.jpg,ood_test,test
standfordcars_264,05671.jpg,ood_test,test
standfordcars_265,03200.jpg,ood_test,test
standfordcars_266,00709.jpg,ood_test,test
standfordcars_267,07066.jpg,ood_test,test
standfordcars_268,06378.jpg,ood_test,test
standfordcars_269,01417.jpg,ood_test,test
standfordcars_270,01371.jpg,ood_test,test
standfordcars_271,07700.jpg,ood_test,test
standfordcars_272,03566.jpg,ood_test,test
standfordcars_273,04209.jpg,ood_test,test
standfordcars_274,05117.jpg,ood_test,test
standfordcars_275,02678.jpg,ood_test,test
standfordcars_276,03572.jpg,ood_test,test
standfordcars_277,05103.jpg,ood_test,test
standfordcars_278,01365.jpg,ood_test,test
standfordcars_279,07714.jpg,ood_test,test
standfordcars_280,07072.jpg,ood_test,test
standfordcars_281,01403.jpg,ood_test,test
standfordcars_282,05665.jpg,ood_test,test
standfordcars_283,03214.jpg,ood_test,test
standfordcars_284,00735.jpg,ood_test,test
standfordcars_285,06344.jpg,ood_test,test
standfordcars_286,02122.jpg,ood_test,test
standfordcars_287,04553.jpg,ood_test,test
standfordcars_288,05895.jpg,ood_test,test
standfordcars_289,04235.jpg,ood_test,test
standfordcars_290,02644.jpg,ood_test,test
standfordcars_291,06422.jpg,ood_test,test
standfordcars_292,00053.jpg,ood_test,test
standfordcars_293,01359.jpg,ood_test,test
standfordcars_294,06436.jpg,ood_test,test
standfordcars_295,07728.jpg,ood_test,test
standfordcars_296,00047.jpg,ood_test,test
standfordcars_297,02888.jpg,ood_test,test
standfordcars_298,04221.jpg,ood_test,test
standfordcars_299,02650.jpg,ood_test,test
standfordcars_300,02136.jpg,ood_test,test
standfordcars_301,05659.jpg,ood_test,test
standfordcars_302,04547.jpg,ood_test,test
standfordcars_303,03228.jpg,ood_test,test
standfordcars_304,05881.jpg,ood_test,test
standfordcars_305,00721.jpg,ood_test,test
standfordcars_306,06350.jpg,ood_test,test
standfordcars_307,06807.jpg,ood_test,test
standfordcars_308,04976.jpg,ood_test,test
standfordcars_309,04962.jpg,ood_test,test
standfordcars_310,06813.jpg,ood_test,test
standfordcars_311,02485.jpg,ood_test,test
standfordcars_312,03943.jpg,ood_test,test
standfordcars_313,00292.jpg,ood_test,test
standfordcars_314,01832.jpg,ood_test,test
standfordcars_315,06185.jpg,ood_test,test
standfordcars_316,04792.jpg,ood_test,test
standfordcars_317,05498.jpg,ood_test,test
standfordcars_318,04786.jpg,ood_test,test
standfordcars_319,01826.jpg,ood_test,test
standfordcars_320,06191.jpg,ood_test,test
standfordcars_321,01198.jpg,ood_test,test
standfordcars_322,00286.jpg,ood_test,test
standfordcars_323,02491.jpg,ood_test,test
standfordcars_324,03957.jpg,ood_test,test
standfordcars_325,05315.jpg,ood_test,test
standfordcars_326,03764.jpg,ood_test,test
standfordcars_327,07502.jpg,ood_test,test
standfordcars_328,01173.jpg,ood_test,test
standfordcars_329,01615.jpg,ood_test,test
standfordcars_330,07264.jpg,ood_test,test
standfordcars_331,03002.jpg,ood_test,test
standfordcars_332,05473.jpg,ood_test,test
standfordcars_333,03016.jpg,ood_test,test
standfordcars_334,04779.jpg,ood_test,test
standfordcars_335,05467.jpg,ood_test,test
standfordcars_336,02308.jpg,ood_test,test
standfordcars_337,01601.jpg,ood_test,test
standfordcars_338,07270.jpg,ood_test,test
standfordcars_339,00279.jpg,ood_test,test
standfordcars_340,07516.jpg,ood_test,test
standfordcars_341,06608.jpg,ood_test,test
standfordcars_342,01167.jpg,ood_test,test
standfordcars_343,05301.jpg,ood_test,test
standfordcars_344,03770.jpg,ood_test,test
standfordcars_345,00251.jpg,ood_test,test
standfordcars_346,06620.jpg,ood_test,test
standfordcars_347,02446.jpg,ood_test,test
standfordcars_348,05329.jpg,ood_test,test
standfordcars_349,03980.jpg,ood_test,test
standfordcars_350,04037.jpg,ood_test,test
standfordcars_351,03758.jpg,ood_test,test
standfordcars_352,04751.jpg,ood_test,test
standfordcars_353,04989.jpg,ood_test,test
standfordcars_354,02320.jpg,ood_test,test
standfordcars_355,01629.jpg,ood_test,test
standfordcars_356,06146.jpg,ood_test,test
standfordcars_357,07258.jpg,ood_test,test
standfordcars_358,00537.jpg,ood_test,test
standfordcars_359,06152.jpg,ood_test,test
standfordcars_360,00523.jpg,ood_test,test
standfordcars_361,04745.jpg,ood_test,test
standfordcars_362,02334.jpg,ood_test,test
standfordcars_363,02452.jpg,ood_test,test
standfordcars_364,03994.jpg,ood_test,test
standfordcars_365,04023.jpg,ood_test,test
standfordcars_366,00245.jpg,ood_test,test
standfordcars_367,06634.jpg,ood_test,test
standfordcars_368,06973.jpg,ood_test,test
standfordcars_369,04802.jpg,ood_test,test
standfordcars_370,04816.jpg,ood_test,test
standfordcars_371,06967.jpg,ood_test,test
standfordcars_372,03837.jpg,ood_test,test
standfordcars_373,04180.jpg,ood_test,test
standfordcars_374,07489.jpg,ood_test,test
standfordcars_375,06797.jpg,ood_test,test
standfordcars_376,00480.jpg,ood_test,test
standfordcars_377,01946.jpg,ood_test,test
standfordcars_378,03189.jpg,ood_test,test
standfordcars_379,02297.jpg,ood_test,test
standfordcars_380,02283.jpg,ood_test,test
standfordcars_381,00494.jpg,ood_test,test
standfordcars_382,01952.jpg,ood_test,test
standfordcars_383,06783.jpg,ood_test,test
standfordcars_384,03823.jpg,ood_test,test
standfordcars_385,04194.jpg,ood_test,test
standfordcars_386,03610.jpg,ood_test,test
standfordcars_387,05261.jpg,ood_test,test
standfordcars_388,01007.jpg,ood_test,test
standfordcars_389,06768.jpg,ood_test,test
standfordcars_390,07476.jpg,ood_test,test
standfordcars_391,00319.jpg,ood_test,test
standfordcars_392,07310.jpg,ood_test,test
standfordcars_393,08023.jpg,ood_test,test
standfordcars_394,01761.jpg,ood_test,test
standfordcars_395,02268.jpg,ood_test,test
standfordcars_396,05507.jpg,ood_test,test
standfordcars_397,04619.jpg,ood_test,test
standfordcars_398,03176.jpg,ood_test,test
standfordcars_399,05513.jpg,ood_test,test
standfordcars_400,03162.jpg,ood_test,test
standfordcars_401,07304.jpg,ood_test,test
standfordcars_402,08037.jpg,ood_test,test
standfordcars_403,01775.jpg,ood_test,test
standfordcars_404,01013.jpg,ood_test,test
standfordcars_405,07462.jpg,ood_test,test
standfordcars_406,03604.jpg,ood_test,test
standfordcars_407,05275.jpg,ood_test,test
standfordcars_408,06754.jpg,ood_test,test
standfordcars_409,00325.jpg,ood_test,test
standfordcars_410,04143.jpg,ood_test,test
standfordcars_411,02532.jpg,ood_test,test
standfordcars_412,02254.jpg,ood_test,test
standfordcars_413,04625.jpg,ood_test,test
standfordcars_414,00443.jpg,ood_test,test
standfordcars_415,01985.jpg,ood_test,test
standfordcars_416,06032.jpg,ood_test,test
standfordcars_417,00457.jpg,ood_test,test
standfordcars_418,01991.jpg,ood_test,test
standfordcars_419,07338.jpg,ood_test,test
standfordcars_420,06026.jpg,ood_test,test
standfordcars_421,01749.jpg,ood_test,test
standfordcars_422,02240.jpg,ood_test,test
standfordcars_423,04631.jpg,ood_test,test
standfordcars_424,03638.jpg,ood_test,test
standfordcars_425,04157.jpg,ood_test,test
standfordcars_426,05249.jpg,ood_test,test
standfordcars_427,02526.jpg,ood_test,test
standfordcars_428,06740.jpg,ood_test,test
standfordcars_429,00331.jpg,ood_test,test
standfordcars_430,06998.jpg,ood_test,test
standfordcars_431,00866.jpg,ood_test,test
standfordcars_432,02917.jpg,ood_test,test
standfordcars_433,02903.jpg,ood_test,test
standfordcars_434,00872.jpg,ood_test,test
standfordcars_435,02095.jpg,ood_test,test
standfordcars_436,05922.jpg,ood_test,test
standfordcars_437,00682.jpg,ood_test,test
standfordcars_438,06595.jpg,ood_test,test
standfordcars_439,07853.jpg,ood_test,test
standfordcars_440,04382.jpg,ood_test,test
standfordcars_441,04396.jpg,ood_test,test
standfordcars_442,05088.jpg,ood_test,test
standfordcars_443,06581.jpg,ood_test,test
standfordcars_444,07847.jpg,ood_test,test
standfordcars_445,00696.jpg,ood_test,test
standfordcars_446,01588.jpg,ood_test,test
standfordcars_447,02081.jpg,ood_test,test
standfordcars_448,05936.jpg,ood_test,test
standfordcars_449,03374.jpg,ood_test,test
standfordcars_450,05705.jpg,ood_test,test
standfordcars_451,01563.jpg,ood_test,test
standfordcars_452,07112.jpg,ood_test,test
standfordcars_453,07674.jpg,ood_test,test
standfordcars_454,01205.jpg,ood_test,test
standfordcars_455,05063.jpg,ood_test,test
standfordcars_456,03412.jpg,ood_test,test
standfordcars_457,02718.jpg,ood_test,test
standfordcars_458,05077.jpg,ood_test,test
standfordcars_459,04369.jpg,ood_test,test
standfordcars_460,03406.jpg,ood_test,test
standfordcars_461,07660.jpg,ood_test,test
standfordcars_462,01211.jpg,ood_test,test
standfordcars_463,01577.jpg,ood_test,test
standfordcars_464,06218.jpg,ood_test,test
standfordcars_465,07106.jpg,ood_test,test
standfordcars_466,00669.jpg,ood_test,test
standfordcars_467,03360.jpg,ood_test,test
standfordcars_468,05711.jpg,ood_test,test
standfordcars_469,06230.jpg,ood_test,test
standfordcars_470,00899.jpg,ood_test,test
standfordcars_471,00641.jpg,ood_test,test
standfordcars_472,03348.jpg,ood_test,test
standfordcars_473,04427.jpg,ood_test,test
standfordcars_474,05739.jpg,ood_test,test
standfordcars_475,02056.jpg,ood_test,test
standfordcars_476,02730.jpg,ood_test,test
standfordcars_477,04341.jpg,ood_test,test
standfordcars_478,00127.jpg,ood_test,test
standfordcars_479,07648.jpg,ood_test,test
standfordcars_480,06556.jpg,ood_test,test
standfordcars_481,07890.jpg,ood_test,test
standfordcars_482,01239.jpg,ood_test,test
standfordcars_483,00133.jpg,ood_test,test
standfordcars_484,06542.jpg,ood_test,test
standfordcars_485,07884.jpg,ood_test,test
standfordcars_486,02724.jpg,ood_test,test
standfordcars_487,04355.jpg,ood_test,test
standfordcars_488,04433.jpg,ood_test,test
standfordcars_489,02042.jpg,ood_test,test
standfordcars_490,06224.jpg,ood_test,test
standfordcars_491,00655.jpg,ood_test,test
standfordcars_492,07892.jpg,ood_test,test
standfordcars_493,06554.jpg,ood_test,test
standfordcars_494,00125.jpg,ood_test,test
standfordcars_495,04343.jpg,ood_test,test
standfordcars_496,02732.jpg,ood_test,test
standfordcars_497,02054.jpg,ood_test,test
standfordcars_498,04425.jpg,ood_test,test
standfordcars_499,00643.jpg,ood_test,test
standfordcars_500,06232.jpg,ood_test,test
standfordcars_501,00657.jpg,ood_test,test
standfordcars_502,07138.jpg,ood_test,test
standfordcars_503,06226.jpg,ood_test,test
standfordcars_504,01549.jpg,ood_test,test
standfordcars_505,02040.jpg,ood_test,test
standfordcars_506,04431.jpg,ood_test,test
standfordcars_507,03438.jpg,ood_test,test
standfordcars_508,04357.jpg,ood_test,test
standfordcars_509,05049.jpg,ood_test,test
standfordcars_510,02726.jpg,ood_test,test
standfordcars_511,07886.jpg,ood_test,test
standfordcars_512,06540.jpg,ood_test,test
standfordcars_513,00131.jpg,ood_test,test
standfordcars_514,03410.jpg,ood_test,test
standfordcars_515,05061.jpg,ood_test,test
standfordcars_516,01207.jpg,ood_test,test
standfordcars_517,06568.jpg,ood_test,test
standfordcars_518,07676.jpg,ood_test,test
standfordcars_519,00119.jpg,ood_test,test
standfordcars_520,07110.jpg,ood_test,test
standfordcars_521,01561.jpg,ood_test,test
standfordcars_522,02068.jpg,ood_test,test
standfordcars_523,05707.jpg,ood_test,test
standfordcars_524,04419.jpg,ood_test,test
standfordcars_525,03376.jpg,ood_test,test
standfordcars_526,05713.jpg,ood_test,test
standfordcars_527,03362.jpg,ood_test,test
standfordcars_528,07104.jpg,ood_test,test
standfordcars_529,01575.jpg,ood_test,test
standfordcars_530,01213.jpg,ood_test,test
standfordcars_531,07662.jpg,ood_test,test
standfordcars_532,03404.jpg,ood_test,test
standfordcars_533,05075.jpg,ood_test,test
standfordcars_534,02929.jpg,ood_test,test
standfordcars_535,04380.jpg,ood_test,test
standfordcars_536,07689.jpg,ood_test,test
standfordcars_537,07851.jpg,ood_test,test
standfordcars_538,06597.jpg,ood_test,test
standfordcars_539,00858.jpg,ood_test,test
standfordcars_540,00680.jpg,ood_test,test
standfordcars_541,03389.jpg,ood_test,test
standfordcars_542,05920.jpg,ood_test,test
standfordcars_543,02097.jpg,ood_test,test
standfordcars_544,05934.jpg,ood_test,test
standfordcars_545,02083.jpg,ood_test,test
standfordcars_546,00694.jpg,ood_test,test
standfordcars_547,07845.jpg,ood_test,test
standfordcars_548,06583.jpg,ood_test,test
standfordcars_549,04394.jpg,ood_test,test
standfordcars_550,02915.jpg,ood_test,test
standfordcars_551,00864.jpg,ood_test,test
standfordcars_552,00870.jpg,ood_test,test
standfordcars_553,05908.jpg,ood_test,test
standfordcars_554,02901.jpg,ood_test,test
standfordcars_555,07879.jpg,ood_test,test
standfordcars_556,06030.jpg,ood_test,test
standfordcars_557,01987.jpg,ood_test,test
standfordcars_558,00441.jpg,ood_test,test
standfordcars_559,03148.jpg,ood_test,test
standfordcars_560,04627.jpg,ood_test,test
standfordcars_561,05539.jpg,ood_test,test
standfordcars_562,02256.jpg,ood_test,test
standfordcars_563,02530.jpg,ood_test,test
standfordcars_564,04141.jpg,ood_test,test
standfordcars_565,00327.jpg,ood_test,test
standfordcars_566,07448.jpg,ood_test,test
standfordcars_567,06756.jpg,ood_test,test
standfordcars_568,01039.jpg,ood_test,test
standfordcars_569,00333.jpg,ood_test,test
standfordcars_570,06742.jpg,ood_test,test
standfordcars_571,02524.jpg,ood_test,test
standfordcars_572,04155.jpg,ood_test,test
standfordcars_573,04633.jpg,ood_test,test
standfordcars_574,02242.jpg,ood_test,test
standfordcars_575,06024.jpg,ood_test,test
standfordcars_576,01993.jpg,ood_test,test
standfordcars_577,08009.jpg,ood_test,test
standfordcars_578,00455.jpg,ood_test,test
standfordcars_579,03174.jpg,ood_test,test
standfordcars_580,05505.jpg,ood_test,test
standfordcars_581,01763.jpg,ood_test,test
standfordcars_582,07312.jpg,ood_test,test
standfordcars_583,08021.jpg,ood_test,test
standfordcars_584,07474.jpg,ood_test,test
standfordcars_585,01005.jpg,ood_test,test
standfordcars_586,05263.jpg,ood_test,test
standfordcars_587,03612.jpg,ood_test,test
standfordcars_588,02518.jpg,ood_test,test
standfordcars_589,05277.jpg,ood_test,test
standfordcars_590,04169.jpg,ood_test,test
standfordcars_591,03606.jpg,ood_test,test
standfordcars_592,07460.jpg,ood_test,test
standfordcars_593,01011.jpg,ood_test,test
standfordcars_594,01777.jpg,ood_test,test
standfordcars_595,06018.jpg,ood_test,test
standfordcars_596,07306.jpg,ood_test,test
standfordcars_597,08035.jpg,ood_test,test
standfordcars_598,00469.jpg,ood_test,test
standfordcars_599,03160.jpg,ood_test,test
standfordcars_600,05511.jpg,ood_test,test
standfordcars_601,02295.jpg,ood_test,test
standfordcars_602,01944.jpg,ood_test,test
standfordcars_603,00482.jpg,ood_test,test
standfordcars_604,06795.jpg,ood_test,test
standfordcars_605,04182.jpg,ood_test,test
standfordcars_606,03835.jpg,ood_test,test
standfordcars_607,04196.jpg,ood_test,test
standfordcars_608,05288.jpg,ood_test,test
standfordcars_609,03821.jpg,ood_test,test
standfordcars_610,06781.jpg,ood_test,test
standfordcars_611,06959.jpg,ood_test,test
standfordcars_612,01950.jpg,ood_test,test
standfordcars_613,00496.jpg,ood_test,test
standfordcars_614,01788.jpg,ood_test,test
standfordcars_615,04828.jpg,ood_test,test
standfordcars_616,02281.jpg,ood_test,test
standfordcars_617,01978.jpg,ood_test,test
standfordcars_618,04800.jpg,ood_test,test
standfordcars_619,03809.jpg,ood_test,test
standfordcars_620,06971.jpg,ood_test,test
standfordcars_621,06965.jpg,ood_test,test
standfordcars_622,04814.jpg,ood_test,test
standfordcars_623,00535.jpg,ood_test,test
standfordcars_624,06144.jpg,ood_test,test
standfordcars_625,02322.jpg,ood_test,test
standfordcars_626,04753.jpg,ood_test,test
standfordcars_627,04035.jpg,ood_test,test
standfordcars_628,03982.jpg,ood_test,test
standfordcars_629,02444.jpg,ood_test,test
standfordcars_630,06622.jpg,ood_test,test
standfordcars_631,00253.jpg,ood_test,test
standfordcars_632,01159.jpg,ood_test,test
standfordcars_633,06636.jpg,ood_test,test
standfordcars_634,07528.jpg,ood_test,test
