image,labels
986f72d0438f6d54.jpg,frog_eye_leaf_spot
8f56d48dad986153.jpg,rust
fd6b1950658d03da.jpg,frog_eye_leaf_spot
a8dc903f5a0f14af.jpg,healthy
850f2d292dacdf64.jpg,frog_eye_leaf_spot
8586356ed67cde08.jpg,frog_eye_leaf_spot
ee1d870a4a5ce8f2.jpg,frog_eye_leaf_spot
a263f418785f09f6.jpg,rust
91f361d3b15a5a54.jpg,scab
a03e9255de4d64ad.jpg,scab
c47fee3be41ac003.jpg,scab
de7dd3808349d645.jpg,scab
fcd8705f8f40a1aa.jpg,scab
a078c38cdfae5554.jpg,healthy
959ed2cbc12da730.jpg,scab
c58039da54edd6a5.jpg,healthy
dd1ae054d3ed0ab4.jpg,scab
bd8918c9cc56fa52.jpg,frog_eye_leaf_spot
cfda28bcbd43c10c.jpg,powdery_mildew
bcdad04d9d24ab4c.jpg,scab
8790cf84ed84978f.jpg,scab
adca50d5dc9e30e8.jpg,healthy
f581d74fc06ca16c.jpg,scab
f78f879c8068b8d2.jpg,healthy
833857eaa14738e7.jpg,scab
efc04301fc7f14d2.jpg,healthy
a56543c2e6ac5d56.jpg,scab
abf4b0f4d010e8fa.jpg,scab
869f47dacd723144.jpg,powdery_mildew
d378a1ac84ad8f65.jpg,frog_eye_leaf_spot
ceb03137c7cc323c.jpg,healthy
be80bf620006fcf7.jpg,frog_eye_leaf_spot
bcc6232d5df18465.jpg,frog_eye_leaf_spot
8461cb356f1da22f.jpg,scab
aa119b5f58199de8.jpg,frog_eye_leaf_spot
d0e558e8854ad4bf.jpg,scab
8ae47d252a8ed53a.jpg,healthy
c0a5651c78f9e1e9.jpg,scab
d6b03acf781b6119.jpg,powdery_mildew
e0c0d55eceecc26c.jpg,healthy
d4c5208f476e5ee2.jpg,frog_eye_leaf_spot
86f9e7355a26384c.jpg,scab
b086649bb6648f9b.jpg,rust
c2898759c769b62d.jpg,scab
a7a7479ea438515a.jpg,healthy
82aeb5e4582fb2aa.jpg,healthy
95b36ba4c444cf87.jpg,scab
c0e06a871f3a5afc.jpg,healthy
b8572f41970fe0f0.jpg,healthy
d06c0b9ee9f00dda.jpg,frog_eye_leaf_spot
